0,Trip ID,Taxi ID,Trip Start Timestamp,Trip End Timestamp,Trip Seconds,Trip Miles,Pickup Census Tract,Dropoff Census Tract,Pickup Community Area,Dropoff Community Area,Fare,Tips,Tolls,Extras,Trip Total,Payment Type,Company,Pickup Centroid Latitude,Pickup Centroid Longitude,Pickup Centroid Location,Dropoff Centroid Latitude,Dropoff Centroid Longitude,Dropoff Centroid  Location,Community Areas,00000000000000000000000000000000000000000
901,0c91e39f4ab3844148f2ecea562a3721aa388040,f1726438d397c17b2f21c79e71cde5ff92877f2921eebf4bdc2f1e0300e321e1963eabf2863f7ff0e6ad0e5f8fa511352196506ecc8c68acdb6dd8edadfd6670,11/22/15 5:00,11/22/15 5:00,0,0,,,,,$42.05 ,$10.51 ,$0.00 ,$0.00 ,$52.56 ,No Charge,Chicago Elite Cab Corp. (Chicago Carriag,,,,,,,,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
902,b917de00b707e6d6c4b9c297bd3636745e983cbc,49692f79df4c1c5856e2568d485fd41a63acc6e2b16b5cd70929bfcf777d0a1252b7104c893f83c51b5e343e90b353fba50f0544f3d790db0230c13bc10431c1,10/19/13 19:15,10/19/13 19:15,300,0.6,17031839100,17031320600,32,32,$4.85 ,$0.00 ,$0.00 ,$1.00 ,$5.85 ,Cash,Taxi Affiliation Services,41.88099447,-87.63274649,POINT (-87.632746 41.880994),41.87060737,-87.62217294,POINT (-87.622173 41.870607),38,00000000000000000
903,2278ea19774e0ce2a6684c0f2abb699ffd931a76,80c53adab72eacea6fbb1e58c0a95a2c665335149da7fec62130bd6c4e5a10ee838fc7f8d1b1ce2e266cb4ee61580c7e9e2896c168faecaa96362f73f4468477,9/14/14 0:45,9/14/14 0:45,360,1.1,17031080300,17031081700,8,8,$6.25 ,$2.00 ,$0.00 ,$1.00 ,$9.25 ,Credit Card,Taxi Affiliation Services,41.90749193,-87.63576009,POINT (-87.63576 41.907492),41.89204214,-87.63186395,POINT (-87.631864 41.892042),37,00000000000000000
904,0e8171a00c2c55eabe16dc6a4b55e710820ef291,5cf9aaaa3a08328ae3cd045c03902c4035ed3f1e6f6f61b01bde41af7c72e25cac0e72c764460b1e42cb402ee9928b03a2d4a8ef89d9a2a2824ad4dd811dd195,8/14/13 12:30,8/14/13 13:00,2520,1.85,17031980000,17031320400,76,32,$38.25 ,$0.00 ,$0.00 ,$2.00 ,$40.25 ,Cash,,41.97907082,-87.90303966,POINT (-87.90304 41.979071),41.87740612,-87.62197165,POINT (-87.621972 41.877406),75,00000000000000000000000000000000000000000
905,3556d61ca26477308389b569823d29702bb322c4,bb7eb49d01457ba3d389fa22e21f51c681a38b1032e6b2e7e4ee598b5482d21b5eacbd64e3c675b07a52c6c628ebba786479c5b5209ac6a673faa2c46d5f3174,11/24/14 9:00,11/24/14 9:15,480,0,17031081402,17031839100,8,32,$6.85 ,$2.00 ,$0.00 ,$0.00 ,$8.85 ,Credit Card,Taxi Affiliation Services,41.89197151,-87.61294541,POINT (-87.612945 41.891972),41.88099447,-87.63274649,POINT (-87.632746 41.880994),37,000000000000000
906,cb058023c3adbd2d8349ec94b61127f1ace052e0,c22d5afdb1d06b535593c51ae1c968c9b1cdf984a587649a94e0c08d52b52613567d431db015468a8b6f36bff65d5692b8ac8d075eb0d5c33f4b7c117fc08cbd,9/17/15 8:45,9/17/15 8:45,300,0.6,17031320400,17031839100,32,32,$5.05 ,$0.00 ,$0.00 ,$0.00 ,$5.05 ,Cash,,41.87740612,-87.62197165,POINT (-87.621972 41.877406),41.88099447,-87.63274649,POINT (-87.632746 41.880994),38,0000000000000000000000000000000000000000000000
907,927facac71d827c5a057a42a96b98feb048e9e5d,ef7488a67b3bdf0eaa5355fbfba3dc68a90b9a1f84547f73f7ffa318cb4085eae706d5db6bff4363976e0d1c08e08729c5549e4132e9a797995456a0bf236ff2,8/6/16 2:30,8/6/16 2:45,720,3.3,,,,,$11.75 ,$2.00 ,$0.00 ,$1.00 ,$15.25 ,Credit Card,,,,,,,,,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
908,dbff6b41ccb3ce3b49bb19db49eff29f9a1ecb9b,347ea3e9f3630ab7c6c80c979ef536bceeecc8a49c745950f989ae402f624623b1546558ce6231e437d465dd363f10feeb041daed6cbd4ff33929b82d41e6245,8/2/15 12:45,8/2/15 13:15,2100,15.3,,,76,,$33.45 ,$7.09 ,$0.00 ,$2.00 ,$42.54 ,Credit Card,,41.98026432,-87.9136246,POINT (-87.913625 41.980264),,,,75,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
909,08f1c2e02c5aad46e2874629f3c9b64ed7f51d2a,b5911695c4c37d70e6fcf7279b605bba3cc4d7cb333709b45ec41d4048137725633ebd4465684147da8ca42ffce44f80d7e9f2b893f71b07b4027be960fdce5c,7/8/16 21:30,7/8/16 21:45,300,1.1,,,,,$6.25 ,$0.00 ,$0.00 ,$8.00 ,$14.25 ,Cash,,,,,,,,,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
910,1269435e75f0a8842595550a3e4d2ba42bfaf1e2,fc9af5a263f70826b274b29067232130b35f23b91479bb66a0655224a22b586ae2c4f88090c3de82a4f428726dd5018b74b0c84627b9e2cf57ee329c5d794575,6/14/13 11:45,6/14/13 12:30,2400,18.7,17031980000,17031320600,76,32,$40.04 ,$5.00 ,$0.00 ,$2.00 ,$47.04 ,Credit Card,,41.97907082,-87.90303966,POINT (-87.90304 41.979071),41.87060737,-87.62217294,POINT (-87.622173 41.870607),75,0000000000000000000000000000000000
911,883144b6eb3e19d1a04431c8af154f010248157d,8c98e1cdb3dab1bc678b683ceee6e1b39399a7670622e9937281af0b40c1641f0aa219fd0fe5340455e7e79c896b6eb5d6b47cde0fee95e9c9907a0da87c43d7,4/9/16 18:30,4/9/16 18:30,0,0,,,,,$21.75 ,$3.00 ,$0.00 ,$0.00 ,$24.75 ,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,,,,,,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
912,a57718893f79437a9ec2b7f09000516373724a62,30892d421b9020430a07fa292e2ae0f52221135aaace9f5432c56286889e2e7c39012e2086a847fa608e1191476fd66bb118a6758fa2ac0c449b8d2f79acd179,6/3/15 15:00,6/3/15 15:15,240,0.8,17031081600,17031081300,8,8,$5.05 ,$2.00 ,$0.00 ,$1.00 ,$8.05 ,Credit Card,Dispatch Taxi Affiliation,41.89207264,-87.62887416,POINT (-87.628874 41.892073),41.89833179,-87.62076287,POINT (-87.620763 41.898332),37,0000000000000000
913,046d4f2ac3205947f41d15df1b2fdaaf82a4d34f,42dc625d3d8ac379a07acaf3a3bea2ac319ad318629df10eecc2f6ac3a98bc11c68d4d97549779d5978ba8afc992282b9d5d0f645f6e0938058ee02c16248073,7/18/15 3:45,7/18/15 3:45,360,0.1,,,32,28,$6.85 ,$0.00 ,$0.00 ,$2.50 ,$9.35 ,Cash,Taxi Affiliation Services,41.87886558,-87.62519214,POINT (-87.625192 41.878866),41.87400538,-87.66351755,POINT (-87.663518 41.874005),38,0000000000000000000000000000000000000000000
914,54c9de85dee53c2844c2d952bc018d14273f4228,e8d374b4e7bc344add5893f1a1ae3b611823439ac1caf06087c4bf2cb6fe114201a38c49646f2851d86f9e73c21c1e99f29903cceb84612fd1118e3224528b2b,8/13/15 7:30,8/13/15 8:00,1860,17.1,17031081403,17031980000,8,76,$35.05 ,$7.40 ,$0.00 ,$2.00 ,$44.45 ,Credit Card,Taxi Affiliation Services,41.89092203,-87.61886836,POINT (-87.618868 41.890922),41.97907082,-87.90303966,POINT (-87.90304 41.979071),37,000000000000
915,b2bf0f52a8bfa7682dea1e9f8c1761d4de0fcbae,b12a04e389f14c3aab34645a0c71db14c58e92e50c959f7fca11d1227551cb2879b2a0362538360968906e2aca612cd092d814b3ba420302e59ada5f2569076b,8/27/15 20:45,8/27/15 20:45,180,0,17031081500,17031081700,8,8,$4.65 ,$2.00 ,$0.00 ,$1.50 ,$8.15 ,Credit Card,Taxi Affiliation Services,41.89250778,-87.62621491,POINT (-87.626215 41.892508),41.89204214,-87.63186395,POINT (-87.631864 41.892042),37,0000000000000000
916,a3871865ccea2fb563ae2b64d9958313f7fd1b2f,76a1fbc06546e3f73c964706a0e0a8c518c6fe4e78d74024a4b7092c1573ec2ec0541ff880f336badc77d3e53b0b0125910f3af81f9b2431d943917da83f77ac,4/6/13 1:45,4/6/13 1:45,660,3.1,17031070200,17031242100,7,24,$9.85 ,$0.00 ,$0.00 ,$1.00 ,$10.85 ,Cash,,41.92907766,-87.64629348,POINT (-87.646293 41.929078),41.89967018,-87.6698378,POINT (-87.669838 41.89967),68,00000000000000000000000000000000000000000000000000
917,5bfccf2aba377a1c09d7fcf712f25c2cda4d9eab,8cf73a7f0deb2ae58429d8b970cc65993a97580c31bf911c2ac8d33baa1c7b052b9fef2c59aa03a8978ccf9a82bb8c659bfbcc94fc32141e6e279890f8314837,6/30/14 18:00,6/30/14 18:15,1260,0.1,17031081201,17031839100,8,32,$11.65 ,$0.00 ,$0.00 ,$1.00 ,$12.65 ,Cash,Taxi Affiliation Services,41.89915561,-87.62621053,POINT (-87.626211 41.899156),41.88099447,-87.63274649,POINT (-87.632746 41.880994),37,00000000000000000
918,a08f7a99a0caeadf971b74c7970b5cbaa03e7c5b,ca30b49aab641fe71294a9b03b991b968c7f3e47e1169140822a128e8a2519736f5b12b38680410ecc3a222a14cd4a610b462a88eecfe74a3084eabf8b794565,2/28/16 12:30,2/28/16 12:30,0,0,,,,,$3.25 ,$0.00 ,$0.00 ,$0.00 ,$3.25 ,Cash,,,,,,,,,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
919,f64e60c606d4374a1c71f5a7340212f9bca48bf5,f1c65a0964d6809ab9e54cc34e2644a1765f681cce29483f2a8e908a3996d8131dae5ebeaa178b70415bccfde08ac4f168aff55985ba590adb7152c3310325bb,7/20/15 20:45,7/20/15 20:45,660,1.8,17031839100,17031081300,32,8,$8.25 ,$2.00 ,$0.00 ,$1.00 ,$11.25 ,Credit Card,KOAM Taxi Association,41.88099447,-87.63274649,POINT (-87.632746 41.880994),41.89833179,-87.62076287,POINT (-87.620763 41.898332),38,0000000000000000
920,54a30d76f3d837720ab0ce42b17d4a885665949a,7693ff2a2bcbd2540da7abe92e7c3b4a3c2bf06f9a9875805e0b682697230cfde3ed3facf9c9a804355251783c2ddd27d66ed372830e7b0ccbb43fe96be63889,1/30/14 21:45,1/30/14 22:00,900,3.2,17031081500,17031080201,8,8,$10.45 ,$0.00 ,$0.00 ,$1.50 ,$11.95 ,Cash,Dispatch Taxi Affiliation,41.89250778,-87.62621491,POINT (-87.626215 41.892508),41.90949567,-87.6309636,POINT (-87.630964 41.909496),37,00000000000000000000
921,fb03475c2d72396be84910b2cf90da35c8abc7ef,10cb380e744ed76d4cf3461ca8671683cd392139e0e2af7b810cfc88fe0eef4fb8a0b98c19c10540a26ede4ead235fff81f3932e2254d212af74df3423d29a80,9/23/15 23:15,9/23/15 23:15,420,1.3,17031060100,17031050200,6,5,$6.65 ,$0.00 ,$0.00 ,$1.00 ,$7.65 ,Cash,Taxi Affiliation Services,41.95753092,-87.66661144,POINT (-87.666611 41.957531),41.95773557,-87.6837181,POINT (-87.683718 41.957736),57,0000000000000000000000
922,d3396dc2344863fb8da310abfb075d216234395a,83a83c946de3f1d72d9764569c64d39eb97fc7219966be8e997e22906da3ae69451271216f3770044031d8ff58c688f501461abcad390d3322cac6a3316fcbc4,6/8/15 12:45,6/8/15 13:00,720,3,,,22,21,$9.65 ,$0.00 ,$0.00 ,$0.00 ,$9.65 ,Cash,,41.92276062,-87.69915534,POINT (-87.699155 41.922761),41.9386662,-87.71121059,POINT (-87.711211 41.938666),23,00000000000000000000000000000000000000000000000000000000000000000000000
923,638a69ca9450b95878aa537ee1404027441abceb,175a58299af3a8c883453259b9a0cfc45ccbbbe1a07883f2662cf934139d07507510a218b7355fa9055023fa5ded0c7bc5ed05ef706eae4e98ad4b4cc9b05d6a,2/2/16 19:00,2/2/16 19:15,720,1.9,17031081201,17031280100,8,28,$8.50 ,$2.00 ,$0.00 ,$0.00 ,$10.50 ,Credit Card,Taxi Affiliation Services,41.89915561,-87.62621053,POINT (-87.626211 41.899156),41.88530002,-87.64280847,POINT (-87.642808 41.8853),37,0000000000000000
924,36d5503b08416850aaa02e46988ad78354aae471,beee22748c14eb0fcc4753ef3f3e667170a42e92deb65cdf55c438054f7fdaf252674fb9bbcafa55ea2f9a249802a4432975eebc5d8008ff0a672a5892be6e3d,4/23/14 12:15,4/23/14 12:45,1800,17,17031980000,17031081403,76,8,$34.85 ,$0.00 ,$0.00 ,$7.00 ,$41.85 ,Cash,Dispatch Taxi Affiliation,41.97907082,-87.90303966,POINT (-87.90304 41.979071),41.89092203,-87.61886836,POINT (-87.618868 41.890922),75,0000000000000000000
925,ddd3120a05d2f98ace11506ce64f2be56a42e07c,9cee83fd2c2b50ff5b5a20565a6721c03d0f3f520fa8e2b91b6613bd3e7eca4f22c420a5799397ed68c61cb64696a5bb143dcb232e783c103241927e6b63b6d0,9/5/14 22:30,9/5/14 22:45,1260,2.3,17031320100,17031081500,32,8,$10.85 ,$0.00 ,$0.00 ,$2.50 ,$13.35 ,Cash,,41.88498719,-87.62099291,POINT (-87.620993 41.884987),41.89250778,-87.62621491,POINT (-87.626215 41.892508),38,00000000000000000000000000000000000000000000
926,fa8604808487c162d95f33db8d591a57f1c6fcc8,175a58299af3a8c883453259b9a0cfc45ccbbbe1a07883f2662cf934139d07507510a218b7355fa9055023fa5ded0c7bc5ed05ef706eae4e98ad4b4cc9b05d6a,6/3/15 17:30,6/3/15 17:45,300,0.6,17031281900,17031281900,28,28,$4.85 ,$0.00 ,$0.00 ,$0.00 ,$4.85 ,Cash,Taxi Affiliation Services,41.87925508,-87.642649,POINT (-87.642649 41.879255),41.87925508,-87.642649,POINT (-87.642649 41.879255),29,0000000000000000000000000
927,8a07a0efb813c8eff42f5f831070079f59242591,aeb5677835897ce9b981e29f691ce245f5d881741dfdef230323ab5fa73bd2b94738a78433a93ce39482a294f61ef122eefbd57415441800a72bdd6d61573e8c,9/12/14 13:15,9/12/14 13:15,180,0.6,17031081403,17031081300,8,8,$4.84 ,$0.00 ,$0.00 ,$0.00 ,$4.84 ,Cash,,41.89092203,-87.61886836,POINT (-87.618868 41.890922),41.89833179,-87.62076287,POINT (-87.620763 41.898332),37,0000000000000000000000000000000000000000000000
928,255f3ccdb58efd9a6a03302600a309ae39ff5d54,40a5f28a4cc32b84ae18b3d21790daaf5801a655cf993ff609e996440fd43d43c559b8e4e780a2acee2e36babd1153d0ef527dccdfe4657e5e35cd1b63565417,9/24/14 19:00,9/24/14 19:00,360,0.6,17031081500,17031081800,8,8,$5.25 ,$0.00 ,$0.00 ,$0.00 ,$5.25 ,Cash,Taxi Affiliation Services,41.89250778,-87.62621491,POINT (-87.626215 41.892508),41.89321636,-87.63784421,POINT (-87.637844 41.893216),37,000000000000000000000
929,2ebfeddeec38633a3e5a7c4d0b7129157bd2b82e,1300fb7d123f7fb4a30c2b8fa76f7bce21128fb77728b5ddb9da675954ab681af1969a9fcb7ed0bb64abb00650e0aad9feea981398b6dcf5b3d8c49c8d90573e,2/19/15 14:00,2/19/15 14:00,0,0,,,,,$29.45 ,$0.00 ,$0.00 ,$0.00 ,$29.45 ,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,,,,,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
930,d0fc6b64d958970d928a7d592bd22b697542bfe4,2659a61c08f91c6efd9e7d7947a00006a7bc26aa518241786d51cb05c853cdd86fdd1adc4010867706a2daa9f0da856cb2d7a705c111d3c89e53f5499741247e,2/18/17 19:00,2/18/17 19:00,360,1,17031839100,17031081800,32,8,$6.50 ,$2.00 ,$0.00 ,$1.00 ,$10.00 ,Credit Card,,41.88099447,-87.63274649,POINT (-87.632746 41.880994),41.89321636,-87.63784421,POINT (-87.637844 41.893216),38,000000000000000000000000000000000000000
931,6ece420f13902511f16e1066cfb36de82315507a,288345b3a0280dabfb23a38ba7fc482e59bb37c2109b0a5bd207bb6bc068082c403c784cdbb7ba4d7bf1bee197c7420915599c96d3b44ff54a0494094d14878c,3/25/14 10:30,3/25/14 10:45,360,0.8,17031320400,17031839100,32,32,$5.45 ,$0.00 ,$0.00 ,$0.00 ,$5.45 ,Cash,Northwest Management LLC,41.87740612,-87.62197165,POINT (-87.621972 41.877406),41.88099447,-87.63274649,POINT (-87.632746 41.880994),38,00000000000000000000
932,e8bcac18e2169682814d34f8917fabfbaa7d1f86,dd49b3d1ac07f7f5a90da9cfc87d875f75642a20dc62a1f64438e736872423d4228c1ebbb6eee908009971771cfbd240eab22f00c309d9ac13c6288ae9a78f3c,4/6/16 18:15,4/6/16 18:15,0,0,,,,,$9.00 ,$2.25 ,$0.00 ,$0.00 ,$11.25 ,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,,,,,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
933,7a7f7111782c2d933c99202fae325e646a48d608,e4d62c5f130dee786b1d1515868b32e04df99df544b98efa26a48af417169342dcd9b3b98ecbffd6611e513ec4effe664a5b093d747e2d2d338185a100c6d3fc,8/31/16 15:15,8/31/16 15:15,0,0,,,,,$3.25 ,$0.00 ,$0.00 ,$4.50 ,$7.75 ,Cash,,,,,,,,,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
934,1b87d09eaedf13258c96e2bf7227bfc3050c97b7,1d6d1609c02f50bdd45ffcbe08fb36ce7908b2ff08b4212d5fa7dcb08fd69a5ebd8ef4d79efd9630cf26c29142db97d0288bf0bd0a43b3693b16bc2c2707bfe9,1/21/15 12:00,1/21/15 12:30,1620,17.8,17031980000,17031081403,76,8,$35.65 ,$7.50 ,$0.00 ,$2.00 ,$45.15 ,Credit Card,Dispatch Taxi Affiliation,41.97907082,-87.90303966,POINT (-87.90304 41.979071),41.89092203,-87.61886836,POINT (-87.618868 41.890922),75,0000000000
935,452c466beb6159b71ce1514451531f0d4ffb8a45,c381355fde2ab579bc02edfbed644076235bf067c933eae0362f526fb8504aee75cc5f20e3e086395cd34f5d80afeba6f9dec17f2e67a3154682a080a3d25773,12/8/13 21:00,12/8/13 21:45,2100,7.3,,,,,$19.25 ,$0.00 ,$0.00 ,$0.00 ,$19.25 ,Cash,,,,,,,,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
936,222b510588204b92254c8846a725997564a23f25,65b5c4f82c4a04a7a956934747a17c560f1b1ed2ec97ef2510c6b0d8abb6aadcedf79499123b951f04eba649f2399d9748968f79a22fb1110ac6eb85b8fdb084,3/28/17 9:45,3/28/17 10:30,2520,17,17031980000,17031839100,76,32,$44.50 ,$14.55 ,$0.00 ,$4.00 ,$63.05 ,Credit Card,Top Cab Affiliation,41.97907082,-87.90303966,POINT (-87.90304 41.979071),41.88099447,-87.63274649,POINT (-87.632746 41.880994),75,00000000000000000
937,b8d49532010368e3aab537714e8d016a36e838ed,d6134bbf04d9700befbee9982fffa9a4bb214807eef383c792858143c3bfbab36766104c5faf1197082e0f4ac37a9d1f13b6aa00747cfd244a3cef1b4ba19783,9/20/15 1:00,9/20/15 1:00,840,6.1,17031832000,17031081500,6,8,$15.25 ,$3.05 ,$0.00 ,$0.00 ,$18.30 ,Credit Card,,41.94629454,-87.65429808,POINT (-87.654298 41.946295),41.89250778,-87.62621491,POINT (-87.626215 41.892508),57,000000000000000000000000000000000000000
938,9da70d104aec94e833ff77ecb4163d97e673b92c,d3d8a3428eecf59c41424cb2678fdd4086212fa604305546626a4b44da48b0fa4f569ca851227f7d7f7c26bc6eb7a0c602c60f8036ab427cd594593f34e54b3d,3/2/13 19:45,3/2/13 20:00,480,1.7,,,24,24,$7.05 ,$0.00 ,$0.00 ,$2.50 ,$9.55 ,Cash,,41.90120699,-87.67635599,POINT (-87.676356 41.901207),41.90120699,-87.67635599,POINT (-87.676356 41.901207),25,00000000000000000000000000000000000000000000000000000000000000000000
939,68f126b5e32119f1e34844a1ae44cc9117ba9a56,fcf1debe2067f887cdc38e15afff867e00bd1b1bd76e61c23f9cd594c39d76878cddde2020ec7459e5eecefb2146c9a183196aa574ac709a98b9a6c6a8055c00,3/16/13 13:45,3/16/13 13:45,240,0,17031839100,17031281900,32,28,$5.45 ,$0.00 ,$0.00 ,$1.00 ,$6.45 ,Cash,Taxi Affiliation Services,41.88099447,-87.63274649,POINT (-87.632746 41.880994),41.87925508,-87.642649,POINT (-87.642649 41.879255),38,00000000000000000000000
940,5bd25e173968a8898aa877ad7f658196d77b5ce2,b00182fd8b2223dfa7717e1bb0996f88b747951bd9274c7952fe3eb7e4b9dbbb4a5aa107e18f09fa0c7d28f8cac4907678f3de7eafc00428d9da8154d4ecfce8,1/11/14 17:15,1/11/14 17:30,960,4,17031081201,17031062100,8,6,$12.65 ,$0.00 ,$0.00 ,$0.00 ,$12.65 ,Cash,,41.89915561,-87.62621053,POINT (-87.626211 41.899156),41.94269184,-87.65177051,POINT (-87.651771 41.942692),37,0000000000000000000000000000000000000000000000
941,b190c099a3f346dda01f0351be583228b1f9f80c,31de2943bb4464a4a5be176bd4139ee2d8eb62e9ef2054f38188e581adb2d863065c6f99e646db720cc3894cf7e05c4d99aac1d221d59f28f6569a4a10037a74,11/17/15 21:15,11/17/15 21:30,900,0,,,32,24,$12.05 ,$2.40 ,$0.00 ,$0.00 ,$14.45 ,Credit Card,Blue Ribbon Taxi Association Inc.,41.87886558,-87.62519214,POINT (-87.625192 41.878866),41.90120699,-87.67635599,POINT (-87.676356 41.901207),38,000000000000000000000000
942,eecf1b9c28d94ecb6b0695ea91b43f59f65c95d8,cf695e8265e9254ff48792b68920ddf7606ef76491804b12ef8b2727a6a27002956b15de5c9f087ffc3c2a7fecf2ed76f7654cd2f34f0fb48ba8c1f95f8bfd0f,10/25/13 4:30,10/25/13 4:30,0,0.1,,,,,$24.00 ,$5.00 ,$0.00 ,$3.00 ,$32.00 ,Credit Card,,,,,,,,,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
943,4d89d27bde70cb2c50af3f108b99ed52a8eff052,79dcc8825d21951e84e926e8a07616cd022b91a09380e1bf0c794494c690445ea0fbb5a74e540a3f103955d6adb8cf28d1a76128511b0f5e1eccc92e4d20c7e6,8/24/14 3:00,8/24/14 3:15,420,0,17031070600,17031060400,7,6,$7.85 ,$0.00 ,$0.00 ,$0.00 ,$7.85 ,Cash,Taxi Affiliation Services,41.92876301,-87.66567684,POINT (-87.665677 41.928763),41.95067336,-87.66653628,POINT (-87.666536 41.950673),68,0000000000000000000000000
944,b5523fdb62bee105f8cd5c658c6cb27346a093cc,65a4d43f28aafbfdfe3ca7d67d158875a56ad6f4ec20c36485951f9b4602cbf87ad0f2339494de673d0b5cc89016e7e5cacbb5d618863ac5599dcb87e6fd919e,11/16/15 6:30,11/16/15 6:30,60,0,,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,Cash,Chicago Elite Cab Corp. (Chicago Carriag,,,,,,,,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
945,3fea0984f42638ef68403b76387147aa17782346,081758ced4767105bfa217f7b0784d72d37e12a016fe2afe00706141bef5950c435d6dc7b112c594bcf48f00f40817f995f9f4ac20a91a9c01b6c11accf0d9ff,6/2/13 16:30,6/2/13 16:00,,0,,,,,$43.85 ,$0.00 ,$0.00 ,$0.00 ,$43.85 ,Credit Card,Taxi Affiliation Services,,,,,,,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
946,314928f7ceb345f6f12f174a8f057c46a7bb2f70,8bdfcf458813980ab6b1ba8a933ed7a3702178368ade6bbca7dfc4d5e4bbf55833280d888614083a7cd8525453aa5067b9a702da7d6bb6fd65acfe73faf4537e,9/21/13 0:45,9/21/13 1:00,1260,0,17031062900,17031081700,6,8,$15.25 ,$0.00 ,$0.00 ,$0.00 ,$15.25 ,Cash,Blue Ribbon Taxi Association Inc.,41.93623718,-87.65641153,POINT (-87.656412 41.936237),41.89204214,-87.63186395,POINT (-87.631864 41.892042),57,00000000000000
947,2f89b2a4e7771362a556b205323f754e9b7af832,766968d3eada603c6f79245f4dfa7a0494b14ea25bdc90dbcc239d5ec49eb4b4517af5d96e220c16697903d841cf73f0dfaa4400b344d03a05f568e0c19ef625,12/11/14 21:45,12/11/14 21:45,240,1.1,17031081403,17031839100,8,32,$5.45 ,$0.00 ,$0.00 ,$0.00 ,$5.45 ,Cash,Dispatch Taxi Affiliation,41.89092203,-87.61886836,POINT (-87.618868 41.890922),41.88099447,-87.63274649,POINT (-87.632746 41.880994),37,000000000000000000
948,deb9851150e1e4427793ac75ce876f4be650d2f1,75b1e3d296956296c7f72d794c74d90ee909a200ac515949160a24d998b1b788ea714fa42278bba2564140209c6e2a6976553562ddafb9dac4a43ceac349bdad,12/11/14 23:00,12/11/14 23:15,900,0,,,,,$18.85 ,$1.25 ,$0.00 ,$0.00 ,$20.10 ,Credit Card,Blue Ribbon Taxi Association Inc.,,,,,,,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
949,4de202fd5f5bb49f5827a01ba39dc30c77e8f313,82bb1e2a79d631e8abfc919112fd6567a302799a14b1a143079ae4c24b2713822c7ec494ea2b73d01717e06a7e066037aaa37c1017786d6fbe39ebed17a79005,11/20/16 16:00,11/20/16 16:30,1980,17.6,17031081401,17031980000,8,76,$43.50 ,$7.00 ,$0.00 ,$0.00 ,$50.50 ,Credit Card,Taxi Affiliation Services,41.89503345,-87.61971067,POINT (-87.619711 41.895033),41.97907082,-87.90303966,POINT (-87.90304 41.979071),37,00000000
950,51a82562c0c1fc2bd5b8ca7b409246a2c595d513,d626d13b670170414f2545181bb27d3f70edad7f0bffa49ce25215d50c7513ee2bb1baa9267df8a9e0fdc0a009dc453836e047de6a196010ecb2d803a7f00c69,4/1/15 17:30,4/1/15 18:15,2400,17.6,17031839100,17031980000,32,76,$36.05 ,$0.00 ,$0.00 ,$3.00 ,$39.05 ,Cash,KOAM Taxi Association,41.88099447,-87.63274649,POINT (-87.632746 41.880994),41.97907082,-87.90303966,POINT (-87.90304 41.979071),38,0000000000000000000000
951,cbf3625d60dea7dd15aece4a7bacc082f4394fa0,89bfd3f9c1a6014be246046cff548f19edbcb2030d129c98475f43f8bce58efd40f40cc69ca27e6665dbe596070ce5d196f77bc4449c9b1ee0b5647ac687abb5,10/2/13 0:30,10/2/13 0:45,420,0.1,17031081500,17031320600,8,32,$6.85 ,$0.00 ,$0.00 ,$2.00 ,$8.85 ,Cash,Taxi Affiliation Services,41.89250778,-87.62621491,POINT (-87.626215 41.892508),41.87060737,-87.62217294,POINT (-87.622173 41.870607),37,0000000000000000000000
